,text,polarity,subjectivity,date
655,FREE Sunday Swing Trade Watchlist Build Webinar ! $SPY $TSLA $NFLX $AAPL https://t.co/vgbvix1jky https://t.co/dRMEFjvZMx,0.5,0.8,2016-12-03 00:00:07
117,@GerberKawasaki I think $TSLA or $GOOGL should of bought the very innovative and advanced @ottodrives - instead #Uber bought them.,0.525,0.8,2016-12-03 18:06:21
59,"@markbspiegel You mean GM, the bailout darling, bankrupt company who will be out of business inside 12 years? Yup, hates TSLA for sure.",0.09375,0.788194444444,2016-12-03 19:45:01
662,https://t.co/p7tVeIZFvX  Great Free Trial For Jason Bonds Stock Picks!! $FB $AMZN $GOOG $TSLA,0.7125,0.775,2016-12-02 23:36:45
977,$tsla i wonder is it ever the right time to buy TSLA! everytime it Looks like a buy its ugly. then it turns.,-0.171428571429,0.767857142857,2016-12-02 17:29:52
211,"Tesla Motors, Inc.'s (NASDAQ:TSLA) 500000 Vehicle Target Ambitious: Cowen Group: Tesla Motors… https://t.co/Ky9xQVG3CM #fdecausans.free.fr",0.25,0.75,2016-12-03 15:32:04
350,"Tesla Motors, Inc.'s (TSLA) 500000 Vehicle Target Ambitious: Cowen Group https://t.co/PX5uHGSw1i",0.25,0.75,2016-12-03 13:25:13
358,"@iliketeslas @CVCResearch @markbspiegel Hey, start thinking of some great insults when $tsla breaks $170 &amp; $160. Maybe remind me of $360",0.8,0.75,2016-12-03 13:13:53
424,"RT @NATREspiritarts: The 2016 Spirited Arts gallery is now live! @NATREupdate @RE_Today 
https://t.co/K5o33uGkJ7",0.335227272727,0.75,2016-12-03 10:28:57
633,$TSLA Test driving a Model S tomorrow. Safe to say I'm pretty excited.,0.375,0.75,2016-12-03 00:48:13
339,"Tesla Motors, Inc.'s (NASDAQ:TSLA) 500000 Vehicle Target Ambitious: Cowen Group https://t.co/PYpRkLbor5",0.25,0.75,2016-12-03 13:52:15
288,"@KASDad hope there aren't many rooting it to go out of biz, that's terrible. #ElonMusk is an entrepreneurial genius $TSLA pr just dislocated",-0.25,0.75,2016-12-03 14:53:12
217,@TommyThornton the BMW I8 is better than anything $TSLA put out so far...,0.3,0.75,2016-12-03 15:26:47
763,RT @TSLA_PE: Well done to the TSLA KS3 🏸 A team who have qualified for the North Lincs finals nights after winning tonight 👍🏻🏆 @NLSchoolSpo…,0.5,0.75,2016-12-02 20:12:26
341,"Tesla Motors, Inc.'s (TSLA) 500000 Vehicle Target Ambitious: Cowen Group https://t.co/IfpJRMZwYX",0.25,0.75,2016-12-03 13:50:11
878,RT @Sandro_power: $TSLA now we wait to see if $TSLA can fall today this stock has strong time frame alignment odds favor 170 to 150.,0.433333333333,0.733333333333,2016-12-02 18:30:45
1007,RT @Sandro_power: $TSLA now we wait to see if $TSLA can fall today this stock has strong time frame alignment odds favor 170 to 150.,0.433333333333,0.733333333333,2016-12-02 17:16:58
635,RT @Sandro_power: $TSLA now we wait to see if $TSLA can fall today this stock has strong time frame alignment odds favor 170 to 150.,0.433333333333,0.733333333333,2016-12-03 00:40:43
1025,RT @Sandro_power: $TSLA now we wait to see if $TSLA can fall today this stock has strong time frame alignment odds favor 170 to 150.,0.433333333333,0.733333333333,2016-12-02 17:11:16
604,"Tesla Motors, Inc. (NASDAQ:TSLA) Strong Buy Ratings At 5 https://t.co/5jxxj2Ghzc",0.433333333333,0.733333333333,2016-12-03 01:50:12
982,RT @Sandro_power: $TSLA now we wait to see if $TSLA can fall today this stock has strong time frame alignment odds favor 170 to 150.,0.433333333333,0.733333333333,2016-12-02 17:27:11
1049,RT @Sandro_power: $TSLA now we wait to see if $TSLA can fall today this stock has strong time frame alignment odds favor 170 to 150.,0.433333333333,0.733333333333,2016-12-02 17:04:45
617,RT @Sandro_power: $TSLA now we wait to see if $TSLA can fall today this stock has strong time frame alignment odds favor 170 to 150.,0.433333333333,0.733333333333,2016-12-03 01:20:13
741,RT @Sandro_power: $TSLA now we wait to see if $TSLA can fall today this stock has strong time frame alignment odds favor 170 to 150.,0.433333333333,0.733333333333,2016-12-02 20:45:02
42,RT @Sandro_power: $TSLA now we wait to see if $TSLA can fall today this stock has strong time frame alignment odds favor 170 to 150.,0.433333333333,0.733333333333,2016-12-03 20:11:36
321,RT @Sandro_power: $TSLA now we wait to see if $TSLA can fall today this stock has strong time frame alignment odds favor 170 to 150.,0.433333333333,0.733333333333,2016-12-03 14:29:36
213,RT @Sandro_power: $TSLA now we wait to see if $TSLA can fall today this stock has strong time frame alignment odds favor 170 to 150.,0.433333333333,0.733333333333,2016-12-03 15:31:30
649,https://t.co/fcI8WlK8NK &lt;- Pennystocking Part 2 is the dvd TimSykes most successful student Tim Grittani recommends! $TSLA $OREX $TZA,0.71875,0.725,2016-12-03 00:09:56
39,"RT @CROW633: Apple: Project Titan Far From Dead https://t.co/zjfO0WhaZ3 $AAPL, $MGA, $TSLA",-0.05,0.7,2016-12-03 20:17:43
94,"Apple: Project Titan Far From Dead...
https://t.co/U7uRAxUfvV $AAPL, $MGA, $TSLA",-0.05,0.7,2016-12-03 18:44:58
92,RT @SeekingAlpha: Apple: Project Titan Far From Dead https://t.co/ri7MlP3SMq $MGA $TSLA $AAPL,-0.05,0.7,2016-12-03 18:46:10
43,"Apple: Project Titan Far From Dead https://t.co/zjfO0WhaZ3 $AAPL, $MGA, $TSLA",-0.05,0.7,2016-12-03 20:11:31
100,Apple: Project Titan Far From Dead https://t.co/ri7MlP3SMq $MGA $TSLA $AAPL,-0.05,0.7,2016-12-03 18:37:12
89,RT @SAlphaTech: Apple: Project Titan Far From Dead https://t.co/mnTr8XNP2G $MGA $TSLA $AAPL,-0.05,0.7,2016-12-03 18:56:32
421,Recommendation Moderate #SELL for $TSLA with UB rating - 1.37 out of 5. https://t.co/YxqTE8Hmwa,0.0,0.7,2016-12-03 10:33:01
20,RT @SeekingAlpha: Apple: Project Titan Far From Dead https://t.co/ri7MlP3SMq $MGA $TSLA $AAPL,-0.05,0.7,2016-12-03 20:34:32
84,Apple: Project Titan Far From Dead https://t.co/gSlikrHMOP $MGA $TSLA $AAPL,-0.05,0.7,2016-12-03 19:01:55
80,RT @SeekingAlpha: Apple: Project Titan Far From Dead https://t.co/ri7MlP3SMq $MGA $TSLA $AAPL,-0.05,0.7,2016-12-03 19:10:33
98,Apple: Project Titan Far From Dead #MGA #TSLA #AAPL #MarkHibben #LongIdeas #SAExclusive https://t.co/g8iZXYo0vc https://t.co/9zkufkN5vV,-0.05,0.7,2016-12-03 18:37:14
843,"With #opec decreasing #oil production and seeing a 15% increase per BBL, does $TSLA #stock become more relevant again? Adding to watchlist!!",0.5625,0.7,2016-12-02 18:55:21
67,RT @SeekingAlpha: Apple: Project Titan Far From Dead https://t.co/ri7MlP3SMq $MGA $TSLA $AAPL,-0.05,0.7,2016-12-03 19:30:39
